"parentId","financeInfos","financeInfos / id","financeInfos / title","financeInfos / tel","financeInfos / addr","financeInfos / distance","financeInfos / fax","financeInfos / url","financeInfos / lon","financeInfos / lat","financeInfos / idNumber","financeInfos / picUrl"
"1003008202",,"1003008905","臺灣銀行南門分行","02-23512121","台北市中正區南昌路一段120號一至三樓、部分四樓及地下一樓","1.2435522489066313",,"http://www.bot.com.tw","121.518135","25.029829","0040336","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081030","臺灣銀行萬華分行","02-23830066","台北市萬華區貴陽街2段26號1、2樓及地下室","1.2606405192236274",,"http://www.bot.com.tw","121.50573","25.039377","0042422","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081010","臺灣銀行愛國簡易型分行","02-23960017","台北市大安區愛國東路31號一樓","1.2619101902877594",,"http://www.bot.com.tw","121.52556","25.031898","0041953","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008892","臺灣銀行中山分行","02-25423434","台北市中山區中山北路一段150號一至三樓","1.2744076137213172",,"http://www.bot.com.tw","121.52223","25.051819","0040200","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008975","臺灣銀行仁愛分行","02-23975936","台北市中正區仁愛路二段99號一、二樓","1.4693561265091766",,"http://www.bot.com.tw","121.53239","25.038416","0041229","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008891","臺灣銀行延平分行","02-25522859","台北市大同區南京西路406號一至三及十樓","1.5917111733792708",,"http://www.bot.com.tw","121.50994","25.05324","0040196","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081027","臺灣銀行金山分行","02-23413006","台北市大安區金山南路2段189號1至4樓","1.6426846915280497",,"http://www.bot.com.tw","121.52637","25.028286","0042396","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081026","臺灣銀行臺北分行","02-25435790","台北市中山區松江路80號","1.7834528779972814",,"http://www.bot.com.tw","121.532776","25.049938","0042385","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008922","臺灣銀行松江分行","02-25069421","台北市中山區松江路115號一至三樓及地下一樓","1.936102780452315",,"http://www.bot.com.tw","121.53319","25.051754","0040509","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008963","臺灣銀行和平分行","02-23687027","台北市大安區和平東路一段180號一至三樓","2.012811382559364",,"http://www.bot.com.tw","121.52971","25.026293","0041089","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008924","臺灣銀行龍山分行","02-23088111","台北市萬華區康定路380號1至6樓及地下一樓","2.024357444158178",,"http://www.bot.com.tw","121.499466","25.034243","0040521","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081028","臺灣銀行信安分行","02-27057905","台北市大安區信義路3段132號1至4樓及地下1樓","2.2996283372813435",,"http://www.bot.com.tw","121.53926","25.033308","0042400","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008918","臺灣銀行民權分行","02-25530121","台北市大同區承德路二段239號1至3樓","2.388005772067516",,"http://www.bot.com.tw","121.51852","25.062449","0040462","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008977","臺灣銀行圓山分行","02-25976699","台北市中山區林森北路577號一至四樓","2.804606331356923",,"http://www.bot.com.tw","121.52582","25.065205","0041241","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081011","臺灣銀行臺電簡易型分行","02-23667506","台北市中正區羅斯福路3段242號一樓","2.9132428640129864",,"http://www.bot.com.tw","121.53105","25.017609","0041986","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008948","臺灣銀行民生分行","02-27192081","台北市松山區復興北路167號一、二樓","3.022040825899597",,"http://www.bot.com.tw","121.544464","25.053904","0040808","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008925","臺灣銀行忠孝分行","02-27516091","台北市大安區敦化南路一段202號一、二樓及三樓309室","3.0666710848853374",,"http://www.bot.com.tw","121.548485","25.042042","0040532","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008953","臺灣銀行大安分行","02-27553121","台北市大安區敦化南路2段69號1樓及65號7樓","3.342024540048469",,"http://www.bot.com.tw","121.5492","25.030645","0040864","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008906","臺灣銀行公館分行","02-23672581","台北市中正區羅斯福路四段120號一至四樓","3.562207571267962",,"http://www.bot.com.tw","121.5356","25.013205","0040347","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008961","臺灣銀行敦化分行","02-25455111","台北市松山區敦化北路205號1樓","3.6600388317276322",,"http://www.bot.com.tw","121.54949","25.057499","0041067","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081050","臺灣銀行臺北國際機場分行","02-27187628","台北市松山區敦化北路340之9號及338之4號","4.209588145949489",,"http://www.bot.com.tw","121.55151","25.063665","0042798","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008952","臺灣銀行臺北世貿中心分行","02-27200315","台北市信義區基隆路一段333號3樓","4.381224620324605",,"http://www.bot.com.tw","121.56091","25.034342","0040853","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008965","臺灣銀行中崙分行","02-27698618","台北市松山區南京東路五段108號一、二樓","4.592859372824557",,"http://www.bot.com.tw","121.56221","25.05126","0041104","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008935","臺灣銀行松山分行","02-27293111","台北市信義區忠孝東路四段560號一樓及部分地下一樓","4.611902754284674",,"http://www.bot.com.tw","121.56383","25.040934","0040646","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081029","臺灣銀行劍潭分行","02-28831633","台北市士林區承德路4段174號1、2樓","5.0934904739761535",,"http://www.bot.com.tw","121.52266","25.086569","0042411","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081008","臺灣銀行永吉簡易型分行","02-27209856","台北市松山區松仁路三號三樓","5.102289444969607",,"http://www.bot.com.tw","121.56868","25.040096","0041931","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008999","臺灣銀行文山分行","02-86633456","台北市文山區羅斯福路六段218號一、二樓","5.806332748081165",,"http://www.bot.com.tw","121.5406","24.992992","0041654","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081045","臺灣銀行新湖分行","02-87927988","台北市內湖區行愛路188號","6.7233176077321755",,"http://www.bot.com.tw","121.57882","25.06594","0042709","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008989","臺灣銀行內湖分行","02-87977933","台北市內湖區內湖路一段396號一、二樓及398號一樓","7.0846774647095065",,"http://www.bot.com.tw","121.57322","25.080463","0041539","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008941","臺灣銀行士林分行","02-28367080","台北市士林區中山北路六段197號1-3樓及地下1樓","7.491407561511297",,"http://www.bot.com.tw","121.52498","25.108007","0040705","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081023","臺灣銀行木柵分行","02-86615115","台北市文山區新光路一段145號1.2樓","7.835725085071381",,"http://www.bot.com.tw","121.57389","24.992023","0042293","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008962","臺灣銀行南港分行","02-26516706","台北市南港區南港路二段95號1樓","8.140754175177994",,"http://www.bot.com.tw","121.59747","25.054308","0041078","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008983","臺灣銀行天母分行","02-28755222","台北市士林區中山北路七段18號一、二樓及部分地下一樓","8.780367939860719",,"http://www.bot.com.tw","121.53083","25.119028","0041425","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081017","臺灣銀行東湖分行","02-26305768","台北市內湖區成功路5段458號1樓","9.666451728290825",,"http://www.bot.com.tw","121.60667","25.074217","0042237","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081019","臺灣銀行南港軟體園區分行","02-27833009","台北市南港區三重路66號2樓之2","9.868145438296544",,"http://www.bot.com.tw","121.61426","25.057417","0042259","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008908","臺灣銀行北投分行","02-28951200","台北市北投區中央南路一段152號一至三樓","10.032418317408975",,"http://www.bot.com.tw","121.50088","25.129763","0040369","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
